-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
CH4                          16.0430        8.5282      -17.8292      -31.1005       44.5346       17.6207       -8.5856      -67.9261       59.3405
HOCHO                        46.0250        9.8688      -90.4879     -108.0873       59.0585       18.1173      -80.1960     -155.9807       75.7847
CH2OH                        31.0340       11.3258       -4.0644      -21.4516       58.3463       18.4393        6.7986      -69.4096       76.2081
OCHO                         45.0170        9.8232      -38.2415      -55.5061       57.9351       17.1409      -28.2041     -102.5503       74.3461
CH3O                         31.0340       10.1639        5.0171      -11.6658       55.9829       19.6989       16.0189      -57.7608       73.7797
C2H4                         28.0540       10.2459       12.5449       -3.0728       52.4085       22.4874       24.6481      -47.1216       71.7697
CH2CO                        42.0370       12.3618      -11.6113      -29.5161       60.0833       20.2498        0.3618      -79.4197       79.7815
C2H6                         30.0700       12.5424      -20.0407      -36.3630       54.7729       29.3195       -4.6460      -83.8933       79.2473
CH3OH                        32.0420       10.2539      -48.0365      -65.1735       57.5067       21.3790      -36.5385     -112.4825       75.9440
CH3O2                        47.0330       12.4809        2.8518      -15.6320       62.0261       23.6989       16.1440      -67.4122       83.5561
CH3O2H                       48.0410       15.9482      -30.2890      -49.9354       65.9276       27.5029      -14.1213     -106.5493       92.4280
C2H3                         27.0460       10.0515       70.8751       54.2361       55.8357       18.7810       81.4659        8.4339       73.0320
C2H5                         29.0620       12.1077       28.6041       11.3016       58.0621       25.7910       42.5145      -37.8493       80.3638
C2H5OH                       46.0690       15.6022      -56.1506      -76.1310       67.0482       34.1524      -37.6583     -134.3112       96.6530
C2H5O                        45.0610       15.1638       -2.7434      -22.1528       65.1323       31.3446       14.5141      -78.3973       92.9113
CH3CHO                       44.0530       13.2166      -39.7180      -58.5137       63.0726       26.9111      -24.9836     -111.7699       86.7863
CH3CO                        43.0450       12.1336       -2.4633      -21.5081       63.9088       23.1932       10.4846      -74.3892       84.8738
CH2O2H                       47.0330       14.8908       15.7828       -3.8496       65.8805       26.3110       30.8900      -59.6292       90.5191
C2H                          25.0300       10.0344      135.7524      120.5642       50.9670       12.5627      143.7376       79.2933       64.4443
C2                           24.0220        7.0082      201.3159      187.0345       47.9243        8.2860      206.7109      149.6486       57.0623
C2O                          40.0210       10.3068       90.5383       73.9021       55.8262       13.5611       99.1739       28.8481       70.3259
HCCO                         41.0290       11.9407       42.6083       25.0619       58.8806       16.9329       53.1460      -23.3166       76.4627
H2CC                         26.0380       10.1822       98.5232       82.7845       52.8144       15.1886      107.6707       39.6870       67.9836
C3H3                         39.0570       15.5037       84.0005       65.7247       61.3284       24.8105       98.8182       13.0416       85.7766
C4H2                         50.0600       17.6172      109.5215       91.7477       59.6437       26.6060      125.8544       39.0860       86.7684
C3H5                         41.0730       14.7690       40.2898       21.9271       61.6197       31.6741       57.7335      -31.9137       89.6472
CH2CHO                       43.0450       12.9810        3.0457      -15.7679       63.1328       23.8308       16.7619      -68.7029       85.4648
C2H3OO                       59.0440       16.0243       25.5355        4.5366       70.4661       29.3170       42.5465      -55.6331       98.1797
HCCOH                        42.0370       13.7605       22.2955        4.5260       59.6292       20.3959       34.7684      -45.5857       80.3540
C4H4                         52.0760       17.1080       68.7900       49.0430       66.2650       32.6629       87.3491       -9.0443       96.3934
C2H2OH                       43.0450       13.2298       31.7880       13.3140       61.9933       24.3491       45.8822      -39.0629       84.9450
C2H3CHO                      56.0640       17.2024      -16.2687      -38.1849       73.5442       34.0166        2.7394     -101.5141      104.2535
C3H4O                        56.0640       17.2024      -16.2687      -38.1849       73.5442       34.0166        2.7394     -101.5141      104.2535
CHCHO                        42.0370       12.6118       61.5830       42.8065       63.0084       20.7857       73.9860       -9.4076       83.3937
CHOCHO                       58.0360       14.8423      -50.6022      -70.0952       65.4125       25.8927      -35.4260     -125.6565       90.2305
CHOCO                        57.0280       14.8566      -18.3285      -38.0218       66.0850       22.3081       -4.7115      -93.3307       88.6192
CH3CO2                       59.0440       15.5648      -46.0753      -66.3497       68.0349       28.5034      -29.7301     -124.3730       94.6429
CH3CO3                       75.0430       19.9021      -42.3530      -65.4033       77.3500       33.4797      -22.6860     -132.2971      109.6110
CH3CO3H                      76.0510       20.4707      -80.4831     -103.4945       77.2197       37.4195      -58.9558     -171.2285      112.2728
C3H6                         42.0810       15.3928        4.7773      -14.2114       63.7204       34.5616       23.3027      -70.0056       93.3083
C3H8                         44.0970       17.5793      -25.0190      -44.2671       64.5909       41.7838       -2.9286     -102.6368       99.7082
I-C3H7                       43.0890       15.6582       21.5512        0.8932       69.3223       36.8865       40.9235      -59.1772      100.1007
N-C3H7                       43.0890       17.0355       24.2109        3.5281       69.4054       37.5892       44.4632      -57.3462      101.8094
C3H4                         40.0650       14.0665       45.6239       28.2898       58.1681       27.9877       61.2624      -22.1803       83.4427
C3H4P                        40.0650       14.5092       44.3120       26.6314       59.3309       27.7085       59.8623      -24.6784       84.5407
CH2CHOH                      44.0530       14.9357      -29.7990      -48.3805       62.3540       27.7255      -13.8829     -102.1397       88.2568
CH3CHOH                      45.0610       15.2993      -13.2148      -33.7932       69.0553       30.0181        3.5080      -92.5826       96.0905
CH2CH2OH                     45.0610       16.3316       -6.1729      -27.3664       71.1192       30.6892       11.1574      -88.0954       99.2527
C2H5O2                       61.0600       19.2346       -6.0229      -28.1823       74.3603       35.2461       13.8752      -92.8432      106.7183
C2H4O1-2                     44.0530       11.3764      -12.5803      -29.8749       58.0354       27.5390        2.0934      -79.2491       81.3425
C2H5O2H                      62.0680       19.2902      -38.7367      -61.2195       75.4456       39.6334      -16.6588     -127.6809      111.0221
C2H5CHO                      58.0800       17.9830      -44.2509      -64.8185       69.0188       39.3221      -22.9902     -126.0455      103.0552
C2H5CO                       57.0720       16.2122       -7.8481      -30.2282       75.1009       34.3125       10.7539      -94.1820      104.9359
C2H4O2H                      61.0600       19.2960        9.8071      -13.5472       78.3703       35.2547       29.9061      -81.1834      111.0895
C2H3O1-2                     43.0450       10.9272       39.3041       21.3217       60.3435       23.8317       52.3903      -28.9300       81.3202
CH3OCH3-DME                  46.0690       15.7259      -43.9591      -62.9986       63.8907       33.7965      -25.8300     -118.7442       92.9141
CH3OCH2                      45.0610       16.2434        0.9976      -19.0494       67.2718       30.9099       18.2376      -76.9745       95.2121
CH3OCH2O2                    77.0590       21.8258      -34.6233      -59.2408       82.6090       40.6215      -11.4444     -131.7355      120.2911
CH3OCH2O2H                   78.0670       23.8477      -68.4236      -93.3775       83.7380       45.6031      -42.4270     -168.3411      125.9141
CH3OCH2O                     61.0600       18.2499      -34.4727      -56.5041       73.9308       35.5641      -14.7767     -120.5526      105.7759
CH3OCHO                      60.0520       16.9640      -84.2925     -105.5463       71.3215       32.6873      -66.0903     -166.8715      100.7812
CH2OCHO                      59.0440       14.5821      -37.4222      -58.4648       70.6127       29.2759      -21.2099     -117.9621       96.7522
CH3OCO                       59.0440       19.5611      -38.3929      -65.4603       90.8302       31.7513      -19.4063     -141.4775      122.0713
CH2OCH2O2H                   77.0590       24.3797      -24.0237      -49.6152       85.8777       42.3244        0.8589     -125.7435      126.6024
O2CH2OCH2O2H                109.0570       30.0301      -59.6445      -89.8065      101.2149       52.0648      -28.8238     -180.5100      151.6862
HO2CH2OCHO                   92.0500       25.6207     -110.2838     -137.3622       90.8671       43.7411      -84.4830     -217.6291      133.1461
OCH2OCHO                     75.0430       19.5035      -75.4629      -99.3983       80.3202       34.3283      -55.8434     -168.1644      112.3211
HOCH2OCO                     75.0430       19.7773      -82.5830     -106.8998       81.6000       33.1819      -63.4186     -176.4129      112.9944
HOCH2O                       47.0330       13.0393      -43.4320      -62.7404       64.7934       22.8354      -30.5168     -116.3765       85.8598
CH*                          13.0190        6.9678      209.3852      196.7733       42.3220        7.6704      214.4539      163.4732       50.9807
N                            14.0070        4.9676      112.9495      102.0406       36.6070        4.9675      116.4366       73.8157       42.6209
NO                           30.0060        7.1044       21.5784        6.5775       50.3387        8.1435       26.8947      -32.4835       59.3781
N2O                          44.0130        9.2452       19.6106        3.9521       52.5455       13.1231       27.7695      -38.3705       66.1400
NO2                          46.0050        8.8126        7.9085       -9.1769       57.3335       12.4919       15.6468      -54.5745       70.2213
NH                           15.0150        6.9594       85.1989       72.2984       43.2900        7.4757       90.2019       38.3383       51.8636
NH2                          16.0230        8.0029       45.4995       31.6416       46.5031       10.2079       51.8276       -5.3271       57.1547
NH3                          17.0310        8.4613      -10.9736      -24.6910       46.0314       13.5321       -3.1704      -62.0546       58.8841
HNO                          31.0140        8.2428       23.7979        8.0881       52.7175       11.4822       30.8319      -33.6201       64.4520
HONO                         47.0130       10.8508      -18.3403      -36.0958       59.5824       16.5572       -8.2504      -84.5365       76.2861
H2NO                         32.0220        9.2652       15.8162       -0.7760       55.6785       14.8370       24.5376      -45.5047       70.0423
NNH                          29.0220        8.2105       59.6204       43.6331       53.6485       11.2593       66.4967        1.3725       65.1242
N2H2                         30.0300        8.6713       50.8968       35.3398       52.2048       14.8756       59.4134       -6.7230       66.1365
N2H3                         31.0380       10.1533       52.7126       35.8509       56.5831       18.3625       63.1397      -10.4200       73.5597
N2H4                         32.0460       11.5706       22.7444        5.7635       56.9827       22.1267       35.1911      -41.9623       77.1534
H2NN                         30.0300        8.5416       71.9168       56.3820       52.1303       14.6208       80.1729       14.5679       65.6050
HNOH                         32.0220        9.1362       24.1117        7.4833       55.7999       14.8257       32.8174      -37.2947       70.1120
NH2OH                        33.0300       11.1035      -10.5048      -27.3231       56.4370       19.1243        0.5203      -73.9626       74.4829
HNO2                         47.0130        8.9949       -9.8013      -26.7055       56.7255       15.7735       -0.7322      -72.2664       71.5342
HONO2                        63.0120       12.9230      -32.0340      -51.0337       63.7571       21.9554      -18.9201     -104.1911       85.2709
NO3                          62.0040       11.2133       17.8329       -0.1562       60.3662       18.3069       29.0235      -49.7809       78.8043
HNO3                         63.0120       12.9230      -32.0969      -51.0966       63.7571       21.9554      -18.9830     -104.2540       85.2710
CN                           26.0180        6.9676      104.8354       90.4049       48.4247        7.9909      110.0532       52.7610       57.2923
HCN                          27.0260        8.5678       31.0181       16.6462       48.2277       12.0051       38.4397      -22.1800       60.6197
HCNO                         43.0250       11.6104       40.0758       24.0522       53.7705       17.3154       50.7471      -20.7580       71.5051
NCN                          40.0250       10.0227      109.4034       93.3234       53.9599       13.7475      118.1047       49.5954       68.5093
HNC                          27.0260        9.6227       45.8607       31.2264       49.1082       12.0846       53.6102       -8.5768       62.1870
HNCN                         41.0330       11.1482       75.4771       57.8683       59.0900       16.4048       85.5197        9.7495       75.7702
H2CN                         28.0340        9.1385       59.1066       43.1376       53.5872       15.4197       68.0378       -0.1610       68.1988
C2N2                         52.0360       13.6069       73.8723       56.6732       57.7151       18.2431       85.3904        8.3751       77.0154
HOCN                         43.0250       11.0024       -3.6953      -20.8740       57.6468       16.1155        6.1742      -67.8765       74.0507
HNCO                         43.0250       10.7706      -28.3447      -45.3114       56.9352       16.1423      -18.4878      -91.7793       73.2915
NCO                          42.0170        9.5550       30.5975       14.0605       55.4933       13.2949       38.9051      -30.4567       69.3619
HON                          31.0140        8.2598       61.0288       45.7605       51.2358       11.4166       68.0322        5.1056       62.9266
CH3NO                        45.0410       12.1391       16.9083       -1.7070       62.4676       22.7901       29.6483      -53.4650       83.1133
CH2NO2                       60.0320       14.0175       30.6826       10.1329       68.9585       24.7507       45.1619      -47.4610       92.6230
CH3NO2                       61.0400       13.2655      -19.2999      -38.7918       65.4090       28.3416       -3.7682      -94.0915       90.3232
CH3ONO                       61.0400       15.5046      -15.6412      -37.2109       72.3815       27.5225        0.0421      -97.8908       97.9329
CH2NO                        44.0330       10.1267       53.5127       36.0916       58.4600       20.2230       64.8620      -11.9196       76.7816
CH3NH2                       31.0580       11.5861       -4.6332      -21.1465       55.4136       25.2034        8.8096      -68.0985       76.9082
CH3NH                        30.0500       11.0879       42.6697       25.9475       56.1149       22.4017       54.8932      -20.8993       75.7925
CH2NH2                       30.0500       11.6620       35.5448       18.2553       58.0186       22.3247       48.0550      -30.2400       78.2950
CH2NH                        29.0420        9.0993       20.0765        4.2989       52.9450       18.4579       30.1214      -38.9773       69.0987
HCNH                         28.0340        9.0968       71.3909       55.0826       54.7259       15.2133       80.2420       11.0064       69.2356
IPN                         105.0930       29.2360      -49.5711      -76.1501       89.1910       59.2597      -16.3506     -159.1586      142.8080
IC3H7O                       59.0880       21.9687      -12.3433      -33.8020       72.0089       43.5526       11.9132      -99.2846      111.1978
CH2CHCH3ONO2                104.0850       29.8200        1.8510      -26.2073       94.1554       55.7047       33.8309     -112.3154      146.1463
CH3CHOCH2                    58.0800       17.2289      -22.2024      -42.5879       68.4078       40.0376       -1.0146     -103.1634      102.1488
CH3COCH3                     58.0800       18.4136      -52.1228      -73.2780       70.9907       37.7077      -31.4740     -135.7169      104.2429
CH3ONO2                      77.0390       18.2997      -29.1596      -50.9341       73.0690       34.1766       -9.6321     -114.4196      104.7874
IC3H7OH                      60.0960       21.4036      -65.1730      -87.1916       73.8879       46.9302      -39.6042     -154.4554      114.8512
CH3COCH2                     57.0720       18.1262       -8.8227      -30.7230       73.4909       36.6253       11.5728      -94.8268      106.3996
HOCO                         45.0170        9.5745      -43.9614      -61.9205       60.2652       16.7915      -34.0574     -110.5150       76.4576
-----------------------------------------------------------------------------------------------------------------------------------------------------

 ====================================================================================================
   THERMO TABLE FOR MOLECULE AR
 ====================================================================================================
   Elemental Composition:
     AR 1.0000
   Formation Enthalpy at 298K =          -0.0007 kcal/mol
   Formation Free Gibbs Energy at 298K = -11.0276 kcal/mol
   Molecular Weight =                    39.9480 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      4.9675        0.0092        -11.1016      37.0360       0.0099        -0.0740       
     600.0000      4.9675        1.4994        -22.7881      40.4792       1.5002        -11.7605      
     800.0000      4.9675        2.4929        -31.0336      41.9082       2.4937        -20.0061      
     1000.0000     4.9675        3.4864        -39.5302      43.0167       3.4872        -28.5027      
     1200.0000     4.9675        4.4799        -48.2269      43.9224       4.4807        -37.1993      
     1400.0000     4.9675        5.4734        -57.0899      44.6881       5.4742        -46.0624      
     1600.0000     4.9675        6.4669        -66.0953      45.3514       6.4677        -55.0678      
     1800.0000     4.9675        7.4604        -75.2253      45.9365       7.4612        -64.1977      
     2000.0000     4.9675        8.4539        -84.4659      46.4599       8.4547        -73.4383      
     2200.0000     4.9675        9.4474        -93.8059      46.9333       9.4482        -82.7784      
     2400.0000     4.9675        10.4409       -103.2364     47.3656       10.4417       -92.2089      
     2600.0000     4.9675        11.4344       -112.7499     47.7632       11.4352       -101.7223     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HE
 ====================================================================================================
   Elemental Composition:
     HE 1.0000
   Formation Enthalpy at 298K =          -0.0007 kcal/mol
   Formation Free Gibbs Energy at 298K = -8.9842 kcal/mol
   Molecular Weight =                    4.0030 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      4.9675        0.0092        -9.0445       30.1789       0.0099        -0.0603       
     600.0000      4.9675        1.4994        -18.6738      33.6221       1.5002        -9.6897       
     800.0000      4.9675        2.4929        -25.5480      35.0512       2.4937        -16.5638      
     1000.0000     4.9675        3.4864        -32.6732      36.1596       3.4872        -23.6890      
     1200.0000     4.9675        4.4799        -39.9985      37.0653       4.4807        -31.0143      
     1400.0000     4.9675        5.4734        -47.4901      37.8311       5.4742        -38.5059      
     1600.0000     4.9675        6.4669        -55.1241      38.4944       6.4677        -46.1399      
     1800.0000     4.9675        7.4604        -62.8826      39.0795       7.4612        -53.8985      
     2000.0000     4.9675        8.4539        -70.7518      39.6029       8.4547        -61.7676      
     2200.0000     4.9675        9.4474        -78.7204      40.0763       9.4482        -69.7363      
     2400.0000     4.9675        10.4409       -86.7796      40.5085       10.4417       -77.7954      
     2600.0000     4.9675        11.4344       -94.9216      40.9062       11.4352       -85.9374      
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE N2
 ====================================================================================================
   Elemental Composition:
     N 2.0000
   Formation Enthalpy at 298K =          -0.0010 kcal/mol
   Formation Free Gibbs Energy at 298K = -13.6457 kcal/mol
   Molecular Weight =                    28.0140 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      6.9604        0.0129        -13.7373      45.8339       0.0139        -0.0916       
     600.0000      7.1913        2.1264        -28.2986      50.7083       2.1274        -14.6529      
     800.0000      7.5108        3.5954        -38.6599      52.8191       3.5964        -25.0142      
     1000.0000     7.8106        5.1296        -49.4000      54.5296       5.1307        -35.7543      
     1200.0000     8.0389        6.7153        -60.4541      55.9745       6.7163        -46.8084      
     1400.0000     8.2275        8.3425        -71.7771      57.2283       8.3436        -58.1314      
     1600.0000     8.3816        10.0040       -83.3358      58.3374       10.0050       -69.6901      
     1800.0000     8.5062        11.6932       -95.1045      59.3320       11.6943       -81.4588      
     2000.0000     8.6056        13.4048       -107.0624     60.2336       13.4058       -93.4168      
     2200.0000     8.6840        15.1340       -119.1927     61.0576       15.1351       -105.5471     
     2400.0000     8.7454        16.8772       -131.4811     61.8160       16.8783       -117.8354     
     2600.0000     8.7930        18.6313       -143.9154     62.5179       18.6323       -130.2697     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE H
 ====================================================================================================
   Elemental Composition:
     H 1.0000
   Formation Enthalpy at 298K =          52.0965 kcal/mol
   Formation Free Gibbs Energy at 298K = 43.9275 kcal/mol
   Molecular Weight =                    1.0080 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      4.9675        52.1064       43.8726       27.4460       0.0099        -0.0549       
     600.0000      4.9675        53.5967       35.0631       30.8892       1.5002        -8.8643       
     800.0000      4.9675        54.5902       28.7356       32.3182       2.4937        -15.1919      
     1000.0000     4.9675        55.5837       22.1569       33.4267       3.4872        -21.7705      
     1200.0000     4.9675        56.5772       15.3783       34.3324       4.4807        -28.5492      
     1400.0000     4.9675        57.5707       8.4333        35.0981       5.4742        -35.4942      
     1600.0000     4.9675        58.5642       1.3458        35.7615       6.4677        -42.5816      
     1800.0000     4.9675        59.5577       -5.8661       36.3465       7.4612        -49.7936      
     2000.0000     4.9675        60.5512       -13.1887      36.8699       8.4547        -57.1162      
     2200.0000     4.9675        61.5447       -20.6108      37.3434       9.4482        -64.5382      
     2400.0000     4.9675        62.5382       -28.1233      37.7756       10.4417       -72.0508      
     2600.0000     4.9675        63.5317       -35.7187      38.1732       11.4352       -79.6462      
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE O
 ====================================================================================================
   Elemental Composition:
     O 1.0000
   Formation Enthalpy at 298K =          59.5470 kcal/mol
   Formation Free Gibbs Energy at 298K = 48.0777 kcal/mol
   Molecular Weight =                    15.9990 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      5.2338        59.5575       48.0007       38.5226       0.0105        -0.0770       
     600.0000      5.0516        61.0914       35.8472       42.0737       1.5444        -12.2306      
     800.0000      5.0155        62.0981       27.2805       43.5220       2.5511        -20.7972      
     1000.0000     5.0005        63.0986       18.4602       44.6384       3.5516        -29.6175      
     1200.0000     4.9921        64.0979       9.4387        45.5494       4.5509        -38.6391      
     1400.0000     4.9853        65.0956       0.2499        46.3184       5.5486        -47.8278      
     1600.0000     4.9801        66.0921       -9.0818       46.9837       6.5451        -57.1595      
     1800.0000     4.9769        67.0878       -18.5383      47.5701       7.5408        -66.6161      
     2000.0000     4.9759        68.0830       -28.1057      48.0944       8.5360        -76.1834      
     2200.0000     4.9770        69.0783       -37.7728      48.5687       9.5312        -85.8505      
     2400.0000     4.9805        70.0740       -47.5304      49.0018       10.5270       -95.6082      
     2600.0000     4.9863        71.0706       -57.3712      49.4007       11.5236       -105.4489     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE OH
 ====================================================================================================
   Elemental Composition:
     H 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          8.9129 kcal/mol
   Formation Free Gibbs Energy at 298K = -4.1711 kcal/mol
   Molecular Weight =                    17.0070 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      7.1402        8.9272        -4.2589       43.9538       0.0143        -0.0879       
     600.0000      7.0580        11.0473       -18.2661      48.8557       2.1344        -14.0950      
     800.0000      7.1493        12.4668       -28.2507      50.8968       3.5538        -24.0796      
     1000.0000     7.3352        13.9131       -38.5966      52.5098       5.0002        -34.4255      
     1200.0000     7.5739        15.4045       -49.2379      53.8686       6.4916        -45.0668      
     1400.0000     7.7867        16.9410       -60.1325      55.0524       8.0280        -55.9614      
     1600.0000     7.9762        18.5176       -71.2501      56.1048       9.6047        -67.0790      
     1800.0000     8.1452        20.1301       -82.5676      57.0542       11.2172       -78.3965      
     2000.0000     8.2960        21.7745       -94.0663      57.9204       12.8616       -89.8952      
     2200.0000     8.4310        23.4474       -105.7311     58.7175       14.5345       -101.5600     
     2400.0000     8.5522        25.1460       -117.5494     59.4564       16.2330       -113.3783     
     2600.0000     8.6615        26.8675       -129.5103     60.1453       17.9546       -125.3393     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE H2
 ====================================================================================================
   Elemental Composition:
     H 2.0000
   Formation Enthalpy at 298K =          -0.0010 kcal/mol
   Formation Free Gibbs Energy at 298K = -9.3066 kcal/mol
   Molecular Weight =                    2.0160 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      6.8948        0.0128        -9.3691       31.2728       0.0138        -0.0625       
     600.0000      6.9913        2.1084        -19.5587      36.1120       2.1095        -10.2522      
     800.0000      7.0776        3.5125        -26.9923      38.1309       3.5135        -17.6857      
     1000.0000     7.2084        4.9437        -34.7835      39.7272       4.9447        -25.4769      
     1200.0000     7.4297        6.4078        -42.8657      41.0613       6.4088        -33.5592      
     1400.0000     7.6357        7.9146        -51.1965      42.2222       7.9156        -41.8900      
     1600.0000     7.8273        9.4611        -59.7461      43.2545       9.4621        -50.4395      
     1800.0000     8.0057        11.0446       -68.4917      44.1868       11.0456       -59.1851      
     2000.0000     8.1720        12.6626       -77.4155      45.0390       12.6636       -68.1089      
     2200.0000     8.3271        14.3127       -86.5029      45.8253       14.3137       -77.1963      
     2400.0000     8.4718        15.9927       -95.7419      46.5561       15.9937       -86.4353      
     2600.0000     8.6072        17.7008       -105.1222     47.2396       17.7018       -95.8156      
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE O2
 ====================================================================================================
   Elemental Composition:
     O 2.0000
   Formation Enthalpy at 298K =          -0.0011 kcal/mol
   Formation Free Gibbs Energy at 298K = -14.6099 kcal/mol
   Molecular Weight =                    31.9980 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      7.0232        0.0130        -14.7080      49.0700       0.0140        -0.0981       
     600.0000      7.6672        2.2093        -30.2618      54.1185       2.2104        -15.6519      
     800.0000      8.0655        3.7850        -41.3208      56.3822       3.7861        -26.7109      
     1000.0000     8.3364        5.4265        -52.7861      58.2126       5.4276        -38.1761      
     1200.0000     8.5008        7.1104        -64.5862      59.7472       7.1115        -49.9763      
     1400.0000     8.6528        8.8260        -76.6708      61.0692       8.8270        -62.0609      
